1	0.108873	-0.0448689	-0.0560715	0.0239451	-0.442575	0.401431	-0.28565
0.108873	1	0.00489787	-0.439618	0.081556	-0.194836	-0.0974414	0.0999192
-0.0448689	0.00489787	1	-0.0707698	-0.0363502	0.00892531	-0.195184	-0.355876
-0.0560715	-0.439618	-0.0707698	1	-0.173726	-0.173771	0.119752	-0.204918
0.0239451	0.081556	-0.0363502	-0.173726	1	-0.0622732	-0.359899	0.134711
-0.442575	-0.194836	0.00892531	-0.173771	-0.0622732	1	-0.290095	0.272181
0.401431	-0.0974414	-0.195184	0.119752	-0.359899	-0.290095	1	-0.160919
-0.28565	0.0999192	-0.355876	-0.204918	0.134711	0.272181	-0.160919	1
