-1.20424	-4.59922
1.23602	-2.27899
2.54494	-4.00227
4.13739	-3.50308
2.08232	-7.18267
2.16652	-1.71338
2.10081	-2.06062
0.914145	-4.16044
2.58986	-2.39062
1.49966	-5.5324
0.545877	-3.94723
5.54769	1.60091
2.35231	-4.42882
-1.16726	-7.85598
-0.158697	-7.63647
3.47354	-9.86308
0.966461	-6.15197
0.227876	-3.96207
-0.382557	-2.72413
-0.562499	-2.94478
-1.77934	-2.5847
1.16223	-3.90138
0.94916	-4.37374
2.00841	-3.21121
2.66419	-5.54486
0.87013	-5.57916
-1.14405	-5.09821
-0.763546	-4.66256
-0.684001	-6.82678
-0.0456215	-4.37992
-7.61503	-1.79277
-7.96172	-1.56728
-7.16903	-2.4686
-5.28912	-3.83061
-2.8287	-6.50669
-1.00106	-7.65292
0.0226586	-8.02754
0.764964	-8.37203
1.42257	-9.33225
1.88631	-9.87986
1.33805	-10.0268
1.00503	-10.6557
-1.03781	-11.8452
-0.376359	-12.4094
-0.26352	-11.8729
-1.26573	-10.9125
-1.59615	-9.97911
-0.916717	-7.76817
-0.146161	-6.46423
-0.808923	-4.72378
-1.30389	-3.39119
-2.79707	-1.909
-4.47632	-2.03023
-5.73775	-1.69532
-5.59192	-1.21173
-6.58485	-1.38424
-5.79761	-1.68676
-4.759	-1.95515
-4.32805	-2.80474
-3.1027	-5.10365
-2.6369	-6.64561
-0.871412	-9.86628
-0.543588	-12.503
-0.107458	-14.0797
-0.220829	-14.1282
0.270879	-13.1797
0.397597	-11.5331
0.37907	-10.0162
0.861599	-10.0497
1.70016	-11.2476
1.21637	-10.7703
0.387715	-13.0369
-0.810664	-12.871
-0.897351	-13.3222
-0.338995	-12.7774
1.12123	-12.1647
0.991362	-11.9492
0.419272	-11.2988
1.14345	-10.5796
1.58354	-10.754
2.0282	-12.0108
3.88988	-10.4311
2.15822	-9.01645
1.96404	-9.23362
-0.622348	-7.98893
-3.41104	-3.52925
-0.163783	-6.64004
-2.54534	-3.61801
-5.61324	-7.72838
-4.75073	-8.92065
-3.75577	-8.85367
-1.53454	-9.18969
-1.39722	-7.81466
-0.617278	-6.30955
0.306555	-5.4704
1.19085	-4.59471
1.7171	-4.13052
2.46029	-4.12493
2.34612	-3.87243
2.40119	-3.17807
2.06618	-2.6757
1.52428	-3.05591
1.0559	-3.13688
-0.444136	-3.33969
-0.503754	-4.77672
1.63697	-1.75184
-3.01852	-2.78906
0.880799	-6.26262
0.982012	-6.91075
0.843092	-6.04831
-0.902133	-4.98294
-1.42249	-5.13845
0.018346	-3.3321
3.0197	-4.43186
4.45239	-5.00801
3.47291	-4.10148
6.41109	-5.1321
4.98148	-2.91779
3.07777	-4.07979
-1.49779	-2.82981
-2.52584	-4.84035
-6.18744	-3.90179
-7.7201	-2.66649
-9.59234	-3.07952
-9.94274	-1.89897
-9.0498	-2.23959
-9.29053	-1.78827
-8.35817	-2.05748
-7.9189	-3.5226
-6.64927	-3.10503
-4.55717	-5.27357
-2.45037	-7.57567
-2.32	-5.75933
1.04504	-5.17736
0.245727	-3.46018
-1.46668	-4.76629
-3.53614	-3.73722
-3.35523	-2.03753
-3.71204	-3.77455
-3.49516	-4.17719
-3.18933	-2.1194
-3.62106	-5.62046
-5.45925	-3.79861
-3.63014	-2.46762
-3.03462	-3.37658
-1.49693	-2.62681
-2.17513	-1.93882
0.135427	-8.23905
-0.23462	-5.3172
0.0557166	-3.26973
4.46338	-4.37936
5.35044	-3.15408
2.50403	-3.74898
2.35655	-3.03754
0.9107	-4.92617
0.709354	-2.62028
1.7355	-5.99162
-2.02261	-8.20533
-2.12779	-7.76358
-1.65314	-7.85904
-2.19988	-8.66642
-2.8836	-9.48762
-2.3838	-10.1499
-1.62372	-11.0319
0.505716	-10.8486
2.36137	-11.9839
3.86405	-13.2697
2.02995	-10.9102
3.36031	-13.4747
2.95753	-12.3518
-0.828836	-12.0711
-3.7067	-11.6198
-3.48034	-8.91423
-2.6826	-6.86474
-2.55429	-5.49819
-2.62531	-3.84309
-3.0803	-3.29713
-2.19559	-1.77828
-0.303339	-3.04602
