3.02003	0.77141
2.7643	0.74851
2.62048	0.796995
2.59498	0.591691
2.63105	0.724773
2.54935	0.692822
2.58362	0.505631
2.79738	0.547957
2.67036	0.83361
2.60303	0.507446
2.54176	0.683148
2.73455	0.787709
3.21632	1.38981
3.70882	1.5089
3.88944	1.68401
4.96191	2.01683
6.0057	1.5444
6.22272	1.49019
6.20848	1.44591
5.8166	1.60283
5.10511	1.64233
4.04433	1.75301
3.48299	1.49561
3.21622	1.12485
2.95435	1.0031
2.79959	1.22581
2.9372	1.23368
3.6698	1.22538
5.8736	1.3479
5.03922	1.4988
5.20757	1.47716
5.57573	1.38776
5.80767	1.39794
6.03801	1.42596
6.24865	1.3336
6.36376	1.2807
6.3313	1.28274
5.93232	1.32188
5.66143	1.41956
5.8034	1.29898
6.0196	1.36548
6.29353	1.52077
6.49109	1.49926
6.68956	1.69041
6.71608	1.84533
6.934	1.59574
7.10223	1.418
7.01185	1.5469
6.90762	1.66317
6.8085	1.6384
6.64204	1.76217
6.36482	1.79142
5.94259	1.9485
5.73036	1.88756
5.53523	2.01417
5.74944	1.78713
5.85264	1.72138
5.90838	1.91394
6.04654	1.8746
6.13619	1.88793
6.24955	1.82404
6.25189	1.86621
6.24913	1.70021
6.2795	1.48247
6.28339	1.22707
5.94304	1.19729
5.63538	1.06825
5.58379	0.937446
5.48302	1.00872
5.40171	0.986428
5.4956	0.921294
5.86704	0.928211
6.02645	1.08998
6.07816	1.21111
5.98754	1.34618
5.88126	1.53473
5.7394	1.53948
5.68648	1.41842
5.59372	1.41482
5.32336	1.50413
4.87147	1.45576
4.34002	1.30799
3.83659	1.51335
3.59976	1.6462
3.72014	1.47693
4.37483	0.803676
3.99029	1.34805
4.2352	1.07388
5.35407	0.488121
6.05955	0.672778
6.49018	0.828081
6.62715	1.19219
6.88842	1.17079
7.1197	1.25979
7.18576	1.37891
7.18661	1.53186
7.14916	1.6508
7.15734	1.59018
7.2517	1.49636
7.14746	1.62861
7.17263	1.51806
7.01955	1.71264
6.80043	1.77074
6.45016	1.9831
5.56706	1.82606
4.55938	1.2462
5.34996	1.28397
5.86554	2.423
6.03247	2.3356
5.37186	2.21555
4.55843	1.92964
4.27209	1.88871
3.94745	1.76921
3.46292	1.76785
3.32384	1.74005
3.31828	1.49922
3.19906	1.64666
3.13154	1.496
3.30802	1.29436
3.69778	1.31331
4.24977	1.71145
4.50785	1.80264
4.76878	1.69397
4.87048	1.53049
4.77508	1.61996
4.89913	1.52298
4.92449	1.50525
4.97097	1.52587
5.03506	1.46541
5.00814	1.57936
4.83632	1.59108
4.46065	1.78591
4.37864	1.35476
4.61694	0.375708
4.74642	0.143665
4.7003	-0.0893813
4.77688	-0.395615
4.42478	-0.312939
4.49384	-0.300165
4.48002	-0.325023
4.57734	-0.370095
4.5311	-0.388673
4.35323	-0.501107
4.36773	-0.622759
4.11429	-0.199339
3.60826	0.0570591
3.25015	0.365568
2.90775	0.390567
2.66896	0.561794
2.68737	0.686187
2.868	1.03814
2.90799	1.10123
3.06584	1.3663
3.30069	1.3742
3.26367	1.48332
3.99583	1.12173
5.21919	1.2372
6.04532	1.10545
6.36983	1.22117
6.66804	1.18878
6.76351	1.0813
6.79371	0.940775
6.5852	0.957783
6.31485	0.888048
5.5692	0.906349
4.82433	1.10509
4.89253	0.969176
4.91334	1.21095
5.02433	1.23855
5.20704	1.12689
5.8494	1.14008
6.46343	1.2643
6.66716	1.37779
6.65965	1.52237
6.61927	1.66854
6.57716	1.69735
6.39523	1.64707
6.03586	1.43884
4.69115	1.48172
3.61368	1.73857
3.4051	1.27362
3.21269	1.21205
3.29809	1.21946
3.26557	1.22589
